country,year,dem_ind,log_gdppc,log_pop,age_1,age_2,age_3,age_4,age_5,educ,age_median,code
United Arab Emirates,1985,0.333333313,,6.949855804,0.285714298,0.350738913,0.277832508,0.066009797,0.0197044,,26.10000038,5
United Arab Emirates,1990,0.166666701,,7.229114056,0.283322603,0.3090792,0.311654896,0.075338103,0.0206053,,27.10000038,5
United Arab Emirates,1995,0.166666701,,7.519691944,0.284800798,0.261682212,0.350221306,0.084112197,0.0191835,,27.89999962,5
United Arab Emirates,2000,0.166666701,,7.75833416,0.279134989,0.290348411,0.322787315,0.089707702,0.0180216,,27.20000076,5
Argentina,1960,0.629999995,8.83352375,,0.307675987,0.255163997,0.212002799,0.146547601,0.078609496,,26.29999924,6
Argentina,1965,0.529999971,8.905373573,9.933822632,0.307737112,0.241765693,0.2108659,0.151394606,0.088236697,4.987999916,26.79999924,6
Argentina,1970,0.166666701,9.016160011,10.01158047,0.302024007,0.239599705,0.207557306,0.152851999,0.097967103,5.214000225,27.20000076,6
Argentina,1975,0.833333313,9.133990288,10.08421993,0.293685585,0.245023206,0.199240401,0.154751495,0.107299402,5.875999928,27.39999962,6
Argentina,1980,0.166666701,9.202839851,10.16773987,0.292191297,0.248464406,0.190340906,0.154944703,0.114058703,5.84499979,27.29999924,6
Argentina,1985,0.833333313,9.271142006,10.24330997,0.305164993,0.237140894,0.186167404,0.152457893,0.119068801,6.618000031,27.20000076,6
Argentina,1990,1,9.0653162,10.31906986,0.310014814,0.230985001,0.188747704,0.145850495,0.124401897,6.743999958,27.20000076,6
Argentina,1995,0.833333313,8.884428978,10.38982964,0.306216598,0.233905196,0.190309301,0.140318498,0.129250497,7.767000198,27.20000076,6
Argentina,2000,1,9.236609459,10.45645046,0.289001405,0.248389304,0.189973503,0.140790403,0.1318454,8.119000435,27.39999962,6
Armenia,2000,0.5,7.735622883,8.108923912,0.286101103,0.233453706,0.244284004,0.124247901,0.111913398,,28.70000076,7
Antigua,1990,0.666666687,9.25645256,4.127133846,,,,,,,,8
Antigua,1995,0.5,9.474579811,4.158883095,,,,,,,,8
Antigua,2000,0.5,9.43134594,4.177153111,,,,,,,,8
Australia,1960,1,9.200231552,,0.289782614,0.207717404,0.219565198,0.158478305,0.124456502,,30.20000076,9
Australia,1965,1,9.2778759,9.237468719,0.300963312,0.203950599,0.210470006,0.162109599,0.122506604,9.430000305,29.60000038,9
Australia,1970,1,9.420743942,9.340315819,0.296637714,0.225177795,0.196119696,0.159950793,0.122114003,9.296999931,28.29999924,9
Australia,1975,1,9.603758812,9.434043884,0.288449287,0.245453104,0.182434604,0.161135897,0.1225271,10.09399986,27.60000038,9
Australia,1980,1,9.657485008,9.539140701,0.275859594,0.256941408,0.181340799,0.157962903,0.127895296,9.807999611,28,9
Australia,1985,1,9.748025894,9.595058441,0.252882212,0.256793886,0.2001784,0.152896002,0.1372495,10.01900005,29.39999962,9
Australia,1990,1,9.820157051,9.665103912,0.235952199,0.2546826,0.2167743,0.147542,0.145048901,10.06099987,30.60000038,9
Australia,1995,1,9.906652451,9.744791031,0.218998,0.244995803,0.233210996,0.148229301,0.154565901,10.1239996,32.20000076,9
Australia,2000,1,10.01196003,9.80161953,0.215194806,0.225652903,0.233399704,0.167441294,0.158311203,10.30700016,33.70000076,9
Austria,1960,0.970000029,8.622914314,,0.222829998,0.204548702,0.191881403,0.215632603,0.165107206,,34.90000153,10
Austria,1965,0.970000029,8.900676727,8.860499382,0.221197501,0.207009107,0.182463095,0.209421098,0.179909199,6.708000183,35.40000153,10
Austria,1970,1,9.080444336,8.889446259,0.233594701,0.208694503,0.189434603,0.174026698,0.1942496,6.90500021,35,10
Austria,1975,1,9.321484566,8.912742615,0.243536502,0.206697896,0.182585403,0.166242495,0.200937703,7.011000156,33.90000153,10
Austria,1980,1,9.494250298,8.93009758,0.232251301,0.213644803,0.188572198,0.162047997,0.203483805,6.831999779,33.79999924,10
Austria,1985,1,9.666614532,8.929699898,0.204265505,0.232613593,0.198701799,0.173003003,0.1914161,8.425000191,34.70000076,10
Austria,1990,1,9.726995468,8.929965019,0.182814196,0.248152107,0.201689497,0.168954596,0.198389605,8.26099968,35.20000076,10
Austria,1995,1,9.89408493,8.952307701,0.174194396,0.240326107,0.209525004,0.174841493,0.201113001,8.218000412,35.59999847,10
Austria,2000,1,9.953501701,8.99305439,0.1754473,0.213966206,0.231983095,0.181038797,0.197564602,8.43900013,36.40000153,10
Azerbaijan,2000,0.166666701,7.683833122,8.947025299,0.339196295,0.260495603,0.218641698,0.099756099,0.081910402,,24.29999924,11
Burundi,1970,0,6.400949001,8.074960709,0.449875504,0.252802014,0.149128303,0.096201703,0.051992498,,17.5,14
Burundi,1975,0,6.743065834,8.164510727,0.445392489,0.265927196,0.142491505,0.092719004,0.0534699,,17.39999962,14
Burundi,1980,0,6.64479208,8.21066761,0.455014914,0.272084802,0.1310139,0.0867083,0.055178002,,17,14
Burundi,1985,0,6.623969078,8.326032639,0.447457612,0.287893504,0.130266294,0.080145299,0.054237299,,17.29999924,14
Burundi,1990,0,6.609796047,8.464003563,0.442118198,0.28550899,0.146962196,0.0745074,0.050903101,,17.70000076,14
Burundi,1995,0.166666701,6.719303131,8.604471207,0.454350889,0.269614786,0.157096997,0.071505003,0.047432199,1.228999972,17.29999924,14
Burundi,2000,0.166666701,6.541516781,8.725182533,0.473684192,0.258841097,0.152249694,0.070230797,0.044994202,,16.29999924,14
Belgium,1960,1,8.856645584,,0.217861995,0.2081642,0.200947195,0.206359997,0.166666701,,34.70000076,15
Belgium,1965,1,8.959079742,9.118115425,0.235281304,0.189950898,0.197487697,0.201092303,0.176187903,7.460000038,35.20000076,15
Belgium,1970,1,9.188131332,9.153558731,0.238613501,0.197717398,0.2082849,0.170875996,0.1845081,7.665999889,34.70000076,15
Belgium,1975,1,9.40451622,9.17346859,0.235915497,0.208574995,0.195215404,0.170774698,0.189519495,8.397999763,34.5,15
Belgium,1980,1,9.55078125,9.189627647,0.222176895,0.230031595,0.183719307,0.172498196,0.191574007,7.877999783,34.09999847,15
Belgium,1985,1,9.700546265,9.194922447,0.200324595,0.236839399,0.191195905,0.186327204,0.185312897,7.848999977,34.20000076,15
Belgium,1990,1,9.737532616,9.196038246,0.188089699,0.232930899,0.2030029,0.179770693,0.196205705,8.159999847,35.29999924,15
Belgium,1995,1,9.897312164,9.207075119,0.181280106,0.220806599,0.222913295,0.169642895,0.205357105,8.425999641,36.29999924,15
Belgium,2000,1,9.948231697,9.223926544,0.179737598,0.201440305,0.2295551,0.175594404,0.213672698,8.545999527,37.5,15
Benin,1965,0.25,6.972243786,7.712891102,0.404112607,0.244523898,0.154671401,0.0965579,0.100134097,,20.20000076,16
Benin,1970,0,7.013137817,7.795647144,0.433333308,0.243209898,0.153497905,0.090946503,0.079012297,,18.39999962,16
Benin,1975,0,6.997881889,7.902856827,0.461538494,0.242973402,0.150887594,0.085428998,0.059171598,0.294,17.10000038,16
Benin,1980,0,6.887999058,8.021585464,0.442364514,0.261083812,0.1536946,0.0889984,0.053858802,0.451000005,17.70000076,16
Benin,1985,0,6.907777786,8.148735046,0.450810194,0.270254612,0.137152806,0.081886597,0.059895799,0.65200001,17.20000076,16
Benin,1990,0.166666701,7.066224098,8.298041344,0.466733098,0.266135097,0.1385497,0.076003,0.052579101,0.889999986,16.60000038,16
Benin,1995,0.833333313,6.907760143,8.457443237,0.48171249,0.254302889,0.146084294,0.0703528,0.047547299,1.557000041,16,16
Benin,2000,0.833333313,6.971511841,8.611047745,0.479517192,0.253474802,0.150877804,0.072421402,0.043708801,1.94599998,16,16
Burkina Faso,1965,0.07,6.626072884,8.440312386,0.427549213,0.270348787,0.159212902,0.094364896,0.0485241,,18.39999962,17
Burkina Faso,1970,0.666666687,6.438498974,8.537584305,0.441922307,0.264826208,0.151329204,0.090593003,0.051329199,,17.79999924,17
Burkina Faso,1975,0.166666701,6.505859852,8.636397362,0.464069098,0.254732609,0.1424371,0.087116301,0.051644899,,16.79999924,17
Burkina Faso,1980,0.166666701,6.581645966,8.732626915,0.484410912,0.246636003,0.134230405,0.082540199,0.052182499,,15.80000019,17
Burkina Faso,1985,0,6.639575958,8.848221779,0.492231011,0.251246005,0.128554702,0.076077402,0.051890898,,15.39999962,17
Burkina Faso,1990,0.166666701,6.71310997,8.97220993,0.49391979,0.264941812,0.121215999,0.0697283,0.050193999,,15.30000019,17
Burkina Faso,1995,0.333333313,6.739776134,9.091556549,0.489015907,0.278749198,0.119143702,0.066240802,0.046850499,,15.5,17
Burkina Faso,2000,0.5,6.770059109,9.209139824,0.487911403,0.280803889,0.1239926,0.063986801,0.0433052,,15.5,17
Bangladesh,1980,0.666666687,6.870494843,11.23307991,0.447725892,0.26194939,0.146905005,0.087294303,0.056125399,1.021000028,17.39999962,18
Bangladesh,1985,0.333333313,6.880692005,11.35554981,0.438826412,0.279351592,0.143428504,0.086254798,0.052138701,1.680999994,17.79999924,18
Bangladesh,1990,0.333333313,7.060114861,11.48336029,0.431211412,0.282862902,0.151452705,0.085240699,0.0492322,1.947000027,18.10000038,18
Bangladesh,1995,0.666666687,7.153151035,11.60846043,0.421025187,0.284409791,0.161816105,0.084559701,0.0481892,2.191999912,18.60000038,18
Bangladesh,2000,0.666666687,7.291024208,11.69633007,0.410498708,0.282295793,0.174715996,0.084096402,0.048393101,2.319999933,19.20000076,18
Bulgaria,1960,0.230000004,,,0.265599996,0.254400015,0.208800003,0.164666697,0.106533296,,28.89999962,19
Bulgaria,1965,0.370000005,,8.970432281,0.260582209,0.232363001,0.216855198,0.176179007,0.114020601,,30.39999962,19
Bulgaria,1970,0,,9.012011528,0.241618901,0.227233902,0.237839803,0.163720593,0.129586697,,32,19
Bulgaria,1975,0,,9.046644211,0.228204504,0.229029194,0.220664501,0.174952894,0.147148907,,33.20000076,19
Bulgaria,1980,0,,9.073489189,0.220068797,0.227522895,0.205275193,0.186238497,0.160894498,,34,19
Bulgaria,1985,0,,9.089528084,0.221369699,0.214938506,0.201963201,0.205122396,0.156606093,,34.20000076,19
Bulgaria,1990,0.666666687,,9.098402977,0.212699503,0.204218298,0.210244402,0.197969005,0.174868897,,35.70000076,19
Bulgaria,1995,0.833333313,,9.073144913,0.204313397,0.207181394,0.214408606,0.183549404,0.190547198,,36.29999924,19
Bulgaria,2000,0.833333313,8.818811417,9.0359869,0.181363806,0.211710095,0.206592903,0.189099103,0.211234093,,38,19
Bahrain,1980,0.333333313,,5.56834507,0.425454587,0.309090912,0.141818196,0.083636403,0.039999999,2.443000078,17.70000076,20
Bahrain,1985,0.333333313,,5.811141014,0.345821291,0.334293991,0.198847294,0.0864553,0.034582101,3.122999907,22.29999924,20
Bahrain,1990,0.166666701,,6.052089214,0.317191303,0.283293009,0.283293009,0.079903103,0.036319599,3.780999899,25.89999962,20
Bahrain,1995,0.166666701,,6.220590115,0.316973388,0.284253597,0.282208592,0.079754598,0.036809798,4.868999958,25.89999962,20
Bahrain,2000,0,,6.357841969,0.308873713,0.281569988,0.290102392,0.083617702,0.035836201,5.566999912,26.10000038,20
Bahamas,1980,1,,5.241746902,0.412698388,0.264550298,0.169312194,0.095238097,0.058201101,,19.29999924,21
Bahamas,1985,0.833333313,,5.347106934,0.385714293,0.300000012,0.166666701,0.0904762,0.057142898,,19.70000076,21
Bahamas,1990,0.833333313,,5.446736813,0.356223196,0.317596614,0.171673805,0.094420597,0.0600858,,21.39999962,21
Bahamas,1995,1,,5.544395924,0.326771587,0.314960599,0.188976407,0.106299199,0.062992103,,23.20000076,21
Bahamas,2000,1,,5.627621174,0.314487606,0.282685488,0.215547696,0.113074198,0.074204899,,24.60000038,21
Bosnia and Herzegovina,2000,0.333333313,,8.137395859,0.220111102,0.235018998,0.262203991,0.156679302,0.125986502,,32.40000153,22
Belarus,2000,0.166666701,8.616843224,9.229554176,0.218082502,0.203355104,0.240514994,0.1575149,0.1805325,,34.79999924,23
Belize,1990,1,8.390313148,5.113492012,0.445783108,0.271084309,0.132530093,0.084337302,0.066265099,,17,24
Belize,1995,1,8.638630867,5.243332863,0.440860212,0.279569894,0.145161301,0.075268798,0.059139799,,17.60000038,24
Belize,2000,1,8.735215187,5.313206196,0.423255801,0.283720911,0.158139497,0.074418597,0.060465101,,18.5,24
Bolivia,1960,0.600000024,7.869213104,,0.419022292,0.264383107,0.158962399,0.102095097,0.055537101,,19,25
Bolivia,1965,0.360000014,7.76380682,8.117013931,0.427462697,0.2564179,0.160298496,0.100895502,0.054925401,4.22300005,18.70000076,25
Bolivia,1970,0.333333313,7.898942947,8.228977203,0.428419113,0.257264704,0.161823496,0.097040802,0.0554519,3.855000019,18.5,25
Bolivia,1975,0.166666701,7.823202133,8.345692635,0.429589212,0.25955829,0.161244407,0.094276898,0.055331301,3.720000029,18.39999962,25
Bolivia,1980,0,7.980182171,8.467793465,0.430432886,0.264186591,0.155317396,0.094577603,0.055485498,3.792000055,18.39999962,25
Bolivia,1985,0.833333313,8.023970604,8.585785866,0.425317407,0.266990304,0.1568335,0.095780402,0.055078398,4.000999928,18.60000038,25
Bolivia,1990,0.833333313,7.84089613,8.68185997,0.418776214,0.268231392,0.159932896,0.0968986,0.056160901,4.18599987,18.89999962,25
Bolivia,1995,0.833333313,7.802203178,8.790725708,0.409356713,0.271704912,0.164342493,0.094766803,0.059829101,4.737999916,19.20000076,25
Bolivia,2000,1,7.868782043,8.911125183,0.405802906,0.270891786,0.165262699,0.096135803,0.061906699,5.183000088,19.60000038,25
Brazil,1960,0.910000026,7.583867073,,0.420538813,0.265528113,0.165839806,0.097700603,0.050392799,,18.89999962,26
Brazil,1965,0.610000014,7.771254063,11.19466972,0.432740808,0.253254712,0.1647214,0.0960669,0.0532162,2.826999903,18.60000038,26
Brazil,1970,0.333333313,7.95250082,11.34247017,0.436865598,0.253735393,0.160871804,0.0942747,0.054252401,2.77699995,18.20000076,26
Brazil,1975,0.5,8.194207191,11.47198009,0.423729986,0.26276201,0.161853597,0.094657697,0.056996699,2.920000076,18.60000038,26
Brazil,1980,0.5,8.549790382,11.59103966,0.403126001,0.279204607,0.159713298,0.097859003,0.060097098,2.779999971,19.39999962,26
Brazil,1985,0.666666687,8.760890961,11.70862007,0.380844295,0.291972995,0.166025296,0.099232003,0.0619254,2.976000071,20.29999924,26
Brazil,1990,0.833333313,8.724344254,11.81453037,0.368424892,0.290375412,0.176514402,0.102046698,0.062638603,3.221999884,21.39999962,26
Brazil,1995,0.833333313,8.735160828,11.90468025,0.351667911,0.28470251,0.193336397,0.1038251,0.066468202,3.762000084,22.60000038,26
Brazil,2000,0.666666687,8.819524765,11.97968006,0.324054599,0.281506389,0.210779399,0.1131071,0.070552602,4.175000191,23.89999962,26
Barbados,1975,1,8.706109047,5.477300167,0.373949587,0.243697494,0.134453803,0.130252093,0.117647097,9.086000443,21.20000076,27
Barbados,1980,1,9.018889427,5.503704071,0.317073196,0.276422799,0.138211399,0.130081296,0.138211399,8.913999557,23.70000076,27
Barbados,1985,1,9.230895042,5.517854214,0.297188789,0.301204801,0.148594394,0.112449802,0.140562296,6.840000153,24.39999962,27
Barbados,1990,1,9.247156143,5.533390045,0.272000015,0.300000012,0.175999999,0.104000002,0.148000002,7.446000099,26.29999924,27
Barbados,1995,1,9.509151459,5.552958965,0.2421875,0.2890625,0.2109375,0.105468802,0.152343795,8.194000244,28.39999962,27
Barbados,2000,1,9.524599075,5.576705933,0.226053596,0.268199205,0.245210707,0.1187739,0.141762495,8.715999603,30.39999962,27
Brunei,1990,0.166666701,,5.407172203,0.377777815,0.293333292,0.195555598,0.088888898,0.044444401,,21.39999962,28
Brunei,1995,0,,5.54907608,0.346303493,0.291828811,0.241245106,0.077821001,0.0428016,,23.39999962,28
Brunei,2000,0,,5.693731785,0.329932004,0.299319714,0.244898006,0.085033998,0.0408163,,24.10000038,28
Bhutan,1960,,,,0.39874211,0.267924488,0.174842805,0.104402497,0.054088,,20.10000038,29
Bhutan,1965,,,5.895779133,0.40069291,0.265588909,0.174364895,0.1039261,0.055427302,,20,29
Bhutan,1970,0.5,,5.95173502,0.406903803,0.259414196,0.173640206,0.104602501,0.055439301,,19.89999962,29
Bhutan,1975,0.5,,6.012639046,0.409990609,0.256361902,0.172478795,0.104618303,0.056550398,,19.60000038,29
Bhutan,1980,0.333333313,,6.083269119,0.411365598,0.256149292,0.1704835,0.104325697,0.057675999,,19.39999962,29
Bhutan,1985,0.333333313,,6.190070152,0.413505286,0.26024279,0.165402099,0.1031866,0.057663102,,19.29999924,29
Bhutan,1990,0.166666701,,6.288879871,0.416442007,0.260107785,0.162398905,0.102425903,0.058625299,,19.20000076,29
Bhutan,1995,0,,6.397112846,0.421921015,0.258102506,0.160282895,0.100176796,0.059516799,,19,29
Bhutan,2000,0,,6.544113159,0.441257596,0.248759001,0.149476007,0.097076699,0.063430801,,17.89999962,29
Botswana,1975,0.833333313,7.083920002,6.45676899,0.495714307,0.267142892,0.128571406,0.0657143,0.042857099,1.343000054,15.10000038,30
Botswana,1980,0.833333313,7.704757214,6.632001877,0.495778114,0.273823887,0.127864897,0.065138698,0.037394501,1.657999992,15.19999981,30
Botswana,1985,0.833333313,8.141397476,6.809039116,0.491886407,0.276876301,0.131845802,0.063894503,0.035496999,2.289999962,15.39999962,30
Botswana,1990,1,8.322672844,6.985641956,0.481099695,0.279209614,0.138316199,0.065292098,0.036082499,2.951999903,15.80000019,30
Botswana,1995,0.833333313,8.598032951,7.151484966,0.458980113,0.286770105,0.149297893,0.067997001,0.036954898,4.201000214,16.79999924,30
Botswana,2000,0.833333313,8.680873871,7.309882164,0.427834988,0.299613386,0.159149498,0.074742302,0.0386598,4.702000141,18,30
Central African Republic,1965,0.340000004,7.685928822,7.335634232,0.390451312,0.2465664,0.176586002,0.117069997,0.069326401,0.39199999,21.10000038,31
Central African Republic,1970,0,7.661548138,7.424761772,0.403686106,0.242568403,0.173008293,0.113555297,0.0671819,0.381999999,20.5,31
Central African Republic,1975,0,7.714268208,7.522399902,0.406300098,0.248264804,0.169247195,0.110517897,0.065670103,0.409000009,19.79999924,31
Central African Republic,1980,0,7.544977188,7.629004002,0.413709313,0.250850797,0.1618862,0.107924201,0.065629601,0.50999999,19.29999924,31
Central African Republic,1985,0,7.493813038,7.746301174,0.420710593,0.257799,0.153812796,0.1035529,0.0641248,0.737999976,19,31
Central African Republic,1990,0.166666701,7.350046158,7.88269186,0.420992792,0.260704786,0.157256499,0.0989011,0.062144801,1.011000037,19,31
Central African Republic,1995,0.666666687,7.231359005,7.987864017,0.431339204,0.25560841,0.156696096,0.094833396,0.0615228,1.843000054,18.5,31
Central African Republic,2000,0.666666687,6.997157097,8.115819931,0.429210097,0.262891203,0.157377005,0.090313002,0.0602086,1.99000001,18.39999962,31
Canada,1960,1,9.20584774,,0.320983708,0.219814405,0.208629906,0.139806807,0.1107651,,27.29999924,32
Canada,1965,1,9.247975349,9.793058395,0.335417986,0.213747293,0.202244699,0.141604796,0.106985301,8.368000031,26.39999962,32
Canada,1970,1,9.429001808,9.887256622,0.333824605,0.221719697,0.191076294,0.143967897,0.1094115,8.069000244,25.5,32
Canada,1975,1,9.554068565,9.967588425,0.301022291,0.258841395,0.176920295,0.149106696,0.114109397,8.798999786,25.89999962,32
Canada,1980,1,9.719350815,10.05230045,0.261731893,0.282386988,0.182265997,0.150159895,0.123455197,9.538999557,27.39999962,32
Canada,1985,1,9.85137558,10.11021996,0.227393195,0.287514806,0.201941505,0.150263101,0.132887393,10.22500038,29.20000076,32
Canada,1990,1,9.93789196,10.16362,0.212986603,0.269212902,0.2256791,0.146002606,0.146118701,10.39799976,31,32
Canada,1995,1,10.01457024,10.23246956,0.206952602,0.239874393,0.248393595,0.149411604,0.155367807,10.50399971,32.90000153,32
Canada,2000,1,10.04092979,10.28717995,0.203576893,0.211105406,0.256140411,0.168352902,0.160824403,11.18299961,34.79999924,32
Switzerland,1960,1,9.446556091,,0.242570296,0.208032101,0.209839404,0.194779098,0.144779101,,33.29999924,33
Switzerland,1965,1,9.614354134,8.5870924,0.236292407,0.228645995,0.199552402,0.186497599,0.149011597,7.300000191,32.5,33
Switzerland,1970,1,9.781813622,8.675222397,0.2412498,0.2371521,0.198224396,0.168516293,0.154857397,7.320000172,31.60000038,33
Switzerland,1975,1,9.933573723,8.743053436,0.237633407,0.234723598,0.199644402,0.163918495,0.164080203,8.279999733,31.89999962,33
Switzerland,1980,1,9.923443794,8.764834404,0.224361002,0.227832094,0.208740905,0.164405197,0.174660802,8.274999619,33.09999847,33
Switzerland,1985,1,10.01333046,8.751316071,0.197341397,0.226776406,0.219022006,0.174236402,0.182623804,10.07400036,34.79999924,33
Switzerland,1990,1,10.05375004,8.774930954,0.174877599,0.231334105,0.226744205,0.175336599,0.191707507,9.899999619,36.20000076,33
Switzerland,1995,1,10.17086983,8.811652184,0.168861598,0.227977797,0.232221201,0.179689795,0.191249594,9.920000076,36.40000153,33
Switzerland,2000,1,10.10789967,8.859505653,0.171139494,0.191794306,0.240972295,0.196150094,0.199943796,10.18200016,38.09999847,33
Chile,1960,1,8.169784546,,0.381452411,0.248779804,0.174826205,0.122319199,0.072622404,,21.70000076,34
Chile,1965,0.970000029,8.256587029,8.936955452,0.392270297,0.2458262,0.170500904,0.116603099,0.0747995,4.991000175,20.79999924,34
Chile,1970,1,8.318664551,9.056256294,0.400139987,0.246733502,0.165888906,0.111759201,0.0754783,4.772999763,20.29999924,34
Chile,1975,0,8.475131989,9.158625603,0.392293096,0.259001911,0.163508102,0.107706897,0.077490002,5.480000019,20.39999962,34
Chile,1980,0.166666701,8.336101532,9.243483543,0.368553489,0.275665194,0.167295605,0.109820999,0.078664698,5.553999901,21.20000076,34
Chile,1985,0.166666701,8.596360207,9.318925858,0.335157514,0.294339299,0.176011503,0.112855501,0.081636302,5.955999851,22.60000038,34
Chile,1990,0.833333313,8.514451027,9.396571159,0.311664611,0.297467798,0.190452501,0.115566596,0.084848501,6.037000179,24.10000038,34
Chile,1995,0.833333313,8.723846436,9.480291367,0.300656587,0.282485902,0.205833003,0.121010803,0.090013698,7.138000011,25.60000038,34
Chile,2000,0.833333313,9.046406746,9.561729431,0.294531614,0.258287013,0.222464606,0.129073098,0.095643602,7.531000137,27,34
China,1960,0.230000004,6.43123579,,0.371031404,0.246690899,0.183385998,0.123038404,0.075853199,,22.5,35
China,1965,0.159999996,6.524396896,13.41065025,0.389050186,0.237750798,0.179909706,0.121022202,0.072267197,,21.79999924,35
China,1970,0,6.643185139,13.48029995,0.401806712,0.234634593,0.177344993,0.1164691,0.069744602,,20.39999962,35
China,1975,0,6.702918053,13.61499977,0.397313714,0.253753603,0.167535797,0.113035597,0.0683612,,19.70000076,35
China,1980,0.166666701,6.810731888,13.72819996,0.394884914,0.262852103,0.159699202,0.113221802,0.069342002,3.398999929,20.60000038,35
China,1985,0.166666701,6.974237919,13.79656982,0.355031699,0.284856886,0.166940495,0.119222902,0.073948003,3.614000082,22.10000038,35
China,1990,0,7.295929909,13.86528969,0.303011507,0.30276379,0.192033306,0.1216316,0.080559798,4.149000168,23.79999924,35
China,1995,0,7.48803997,13.94231033,0.276875585,0.309756905,0.206933901,0.120674498,0.085759103,5.234000206,25.29999924,35
China,2000,0,7.943824768,14.00187016,0.264353812,0.285706311,0.227709696,0.128965601,0.093264602,5.484000206,27.60000038,35
Cote d'Ivoire,1965,0.409999996,7.395059109,8.237215042,0.4406735,0.263351709,0.167061299,0.088660903,0.0402526,,18.10000038,36
Cote d'Ivoire,1970,0.166666701,7.517911911,8.417815208,0.455368996,0.248342901,0.167697698,0.087936401,0.040654,,17.5,36
Cote d'Ivoire,1975,0.166666701,7.779273987,8.615226746,0.451466888,0.250814915,0.168960497,0.0880116,0.0407461,,17.5,36
Cote d'Ivoire,1980,0.166666701,7.912290096,8.818037987,0.454020411,0.251147598,0.165704101,0.088257097,0.0408707,,17.39999962,36
Cote d'Ivoire,1985,0.166666701,7.834884167,9.011157036,0.45368281,0.25607869,0.160597801,0.088601597,0.041039001,,17.39999962,36
Cote d'Ivoire,1990,0.166666701,7.750678062,9.198065758,0.459317297,0.251171201,0.159957901,0.088344999,0.041208498,,17.20000076,36
Cote d'Ivoire,1995,0.166666701,7.660791874,9.375853539,0.461778313,0.248280793,0.158723801,0.088437498,0.042779502,,17,36
Cote d'Ivoire,2000,0.166666701,7.564292908,9.538204193,0.449115992,0.259153485,0.157455102,0.088542402,0.045733001,,17.39999962,36
